100, 10, 4377.201
100, 11, 2973.456
100, 12, 1.476
100, 13, 80.257
100, 14, 90.976
100, 15, 1.607
100, 16, 1.587
100, 17, 1.354
100, 18, 2.034
100, 19, 2.764
100, 1, 0.801
100, 20, 0.631
100, 2, 0.535
100, 3, 6.807
100, 4, 17.81
100, 5, 50.787
100, 6, 4.635
100, 7, 32.294
100, 8, 11.638
100, 9, 4334.592
150, 10, 5884.858
150, 11, 2.491
150, 12, 32.679
150, 13, 63.043
150, 14, 3260.771
150, 15, 11741.198
150, 16, 29.776
150, 17, 70.438
150, 18, 1.023
150, 19, 1.498
150, 1, 3.323
150, 20, 2.188
150, 2, 1.173
150, 3, 47.227
150, 4, 19.356
150, 5, 537.481
150, 6, 3143.605
150, 7, 22.928
150, 8, 143.853
150, 9, 30.88
200, 1, 3.947
200, 2, 1305.317
200, 3, 16.858
200, 4, 349.323
200, 5, 12.309
200, 6, 17.711
200, 7, 19.834
200, 8, 2303.485
200, 9, 607.7
50, 10, 65.155
50, 11, 0.187
50, 12, 0.375
50, 13, 0.232
50, 14, 0.244
50, 15, 0.32
50, 16, 0.584
50, 17, 0.326
50, 18, 0.55
50, 19, 0.956
50, 1, 0.08
50, 20, 0.942
50, 2, 0.174
50, 3, 0.912
50, 4, 0.119
50, 5, 520.89
50, 6, 0.616
50, 7, 84.349
50, 8, 9.507
50, 9, 7.648
